ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-19,ATP500,Indoor,Hard,The Final,3,Medvedev D.,Sinner J.,11.0,14.0,2750.0,2445.0,5.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.38,1.67,2.35,1.67,2.4,1.61,2.3
12,Doha,Qatar Exxon Mobil Open,2023-02-20,ATP250,Outdoor,Hard,1st Round,3,Kubler J.,Karatsev A.,74.0,101.0,693.0,530.0,7.0,6.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.73,2.1,1.84,2.06,1.84,2.15,1.75,2.06
12,Doha,Qatar Exxon Mobil Open,2023-02-20,ATP250,Outdoor,Hard,1st Round,3,O Connell C.,Verdasco F.,94.0,154.0,567.0,381.0,6.0,1.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.36,3.2,1.36,3.39,1.4,3.43,1.34,3.18
12,Doha,Qatar Exxon Mobil Open,2023-02-20,ATP250,Outdoor,Hard,1st Round,3,Broady L.,Krutykh O.,147.0,167.0,396.0,355.0,6.0,0.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.36,3.2,1.38,3.31,1.38,3.45,1.35,3.13
12,Doha,Qatar Exxon Mobil Open,2023-02-20,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Sonego L.,70.0,71.0,750.0,745.0,4.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.67,2.2,1.74,2.2,1.78,2.26,1.69,2.15
12,Doha,Qatar Exxon Mobil Open,2023-02-20,ATP250,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Lestienne C.,31.0,53.0,1300.0,841.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.53,2.65,1.58,2.7,1.51,2.53
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Griekspoor T.,Halys Q.,40.0,64.0,969.0,785.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.62,2.3,1.71,2.24,1.71,2.32,1.64,2.22
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Ivashka I.,34.0,79.0,1160.0,651.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.67,2.32,1.71,2.45,1.61,2.28
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Evans D.,51.0,29.0,846.0,1380.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.91,1.98,1.95,2.04,1.88,1.9
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Muller A.,Basilashvili N.,170.0,113.0,345.0,475.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.67,2.23,1.72,2.24,1.77,2.13,1.7
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Kwon S.W.,Shelbayh A.,68.0,276.0,764.0,190.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,4.0,1.24,4.45,1.3,4.45,1.25,3.91
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Lehecka J.,Dzumhur D.,52.0,213.0,842.0,266.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.2,5.42,1.21,5.42,1.18,4.83
12,Doha,Qatar Exxon Mobil Open,2023-02-21,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Fucsovics M.,28.0,78.0,1490.0,652.0,7.0,6.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.5,1.32,3.6,1.33,3.71,1.3,3.46
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Kubler J.,9.0,74.0,3200.0,693.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.17,5.0,1.21,5.12,1.21,5.25,1.17,4.86
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Lehecka J.,Ruusuvuori E.,52.0,51.0,842.0,846.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.9,2.01,1.9,2.1,1.82,1.97
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Muller A.,Van De Zandschulp B.,170.0,34.0,345.0,1160.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.41,1.37,3.65,1.37,3.32,1.32
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Griekspoor T.,5.0,40.0,3860.0,969.0,1.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.29,3.75,1.28,4.11,1.31,4.11,1.27,3.72
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Kwon S.W.,31.0,68.0,1300.0,764.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.74,2.23,1.8,2.23,1.72,2.09
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,Zverev A.,70.0,16.0,750.0,2320.0,7.0,6.0,2.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.2,1.67,2.36,1.67,2.36,1.68,2.24,1.63
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,O Connell C.,Bautista Agut R.,94.0,28.0,567.0,1490.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,4.33,1.22,4.38,1.26,4.38,1.26,4.08,1.23
12,Doha,Qatar Exxon Mobil Open,2023-02-22,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Broady L.,8.0,147.0,3250.0,396.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.08,10.14,1.1,11.0,1.06,8.79
12,Doha,Qatar Exxon Mobil Open,2023-02-23,ATP250,Outdoor,Hard,Quarterfinals,3,Lehecka J.,Rublev A.,52.0,5.0,842.0,3860.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.44,2.68,1.53,3.33,1.55,2.62,1.48
12,Doha,Qatar Exxon Mobil Open,2023-02-23,ATP250,Outdoor,Hard,Quarterfinals,3,Murray A.,Muller A.,70.0,170.0,750.0,345.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.2,1.39,3.29,1.42,3.29,1.37,3.05
12,Doha,Qatar Exxon Mobil Open,2023-02-23,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,O Connell C.,8.0,94.0,3250.0,567.0,6.0,2.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.05,11.0,1.06,13.58,1.06,13.72,1.05,10.32
12,Doha,Qatar Exxon Mobil Open,2023-02-23,ATP250,Outdoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Davidovich Fokina A.,9.0,31.0,3200.0,1300.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.34,3.63,1.38,3.63,1.33,3.25
12,Doha,Qatar Exxon Mobil Open,2023-02-24,ATP250,Outdoor,Hard,Semifinals,3,Murray A.,Lehecka J.,70.0,52.0,750.0,842.0,6.0,0.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.63,1.5,2.65,1.55,2.65,1.57,2.54,1.51
12,Doha,Qatar Exxon Mobil Open,2023-02-24,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Auger-Aliassime F.,8.0,9.0,3250.0,3200.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.37,3.38,1.42,3.38,1.39,2.99
12,Doha,Qatar Exxon Mobil Open,2023-02-25,ATP250,Outdoor,Hard,The Final,3,Medvedev D.,Murray A.,8.0,70.0,3250.0,750.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.14,6.76,1.17,7.0,1.13,5.89
13,Marseille,Open 13,2023-02-20,ATP250,Indoor,Hard,1st Round,3,Bublik A.,Krajinovic F.,50.0,67.0,865.0,775.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,1.59,2.5,1.65,2.7,1.58,2.36
13,Marseille,Open 13,2023-02-20,ATP250,Indoor,Hard,1st Round,3,Bonzi B.,Van Assche L.,60.0,146.0,794.0,397.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.5,2.75,1.51,2.79,1.48,2.63
13,Marseille,Open 13,2023-02-20,ATP250,Indoor,Hard,1st Round,3,Wawrinka S.,Bergs Z.,105.0,132.0,512.0,427.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.5,1.31,3.75,1.31,3.82,1.29,3.51
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Brouwer G.,Ymer E.,116.0,172.0,453.0,340.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.58,2.52,1.58,2.59,1.54,2.47
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Huesler M.A.,58.0,48.0,799.0,890.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.67,2.32,1.7,2.32,1.66,2.19
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Cressy M.,Blancaneaux G.,37.0,152.0,1016.0,385.0,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.2,4.5,1.23,4.76,1.23,4.76,1.2,4.4
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Lokoli L.,43.0,173.0,935.0,339.0,7.0,6.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.25,4.0,1.31,3.72,1.31,4.2,1.27,3.7
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Goffin D.,Klein L.,41.0,142.0,965.0,405.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.44,2.96,1.45,3.0,1.42,2.84
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Ritschard A.,Andujar P.,187.0,211.0,317.0,267.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.24,1.28,4.25,1.24,3.97
13,Marseille,Open 13,2023-02-21,ATP250,Indoor,Hard,1st Round,3,Riedi L.,Rinderknech A.,133.0,72.0,426.0,702.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.24,1.72,2.35,1.72,2.24,1.64
13,Marseille,Open 13,2023-02-22,ATP250,Indoor,Hard,1st Round,3,Ymer M.,Albot R.,69.0,99.0,761.0,533.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.32,3.69,1.32,3.83,1.29,3.55
13,Marseille,Open 13,2023-02-22,ATP250,Indoor,Hard,1st Round,3,Fils A.,Safiullin R.,118.0,97.0,449.0,549.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.74,2.21,1.74,2.38,1.63,2.26
13,Marseille,Open 13,2023-02-22,ATP250,Indoor,Hard,2nd Round,3,Bonzi B.,Cressy M.,60.0,37.0,794.0,1016.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,2.29,1.7,2.32,1.7,2.23,1.64
13,Marseille,Open 13,2023-02-22,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,Barrere G.,50.0,58.0,865.0,799.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.11,1.82,2.11,1.86,2.02,1.78
13,Marseille,Open 13,2023-02-22,ATP250,Indoor,Hard,2nd Round,3,Wawrinka S.,Gasquet R.,105.0,43.0,512.0,935.0,4.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.75,1.5,2.81,1.5,2.95,1.44,2.75
13,Marseille,Open 13,2023-02-23,ATP250,Indoor,Hard,2nd Round,3,Ymer M.,Goffin D.,69.0,41.0,761.0,965.0,,,,,,,,,,,,,Walkover,2.0,1.8,2.01,1.9,2.05,1.9,1.97,1.82
13,Marseille,Open 13,2023-02-23,ATP250,Indoor,Hard,2nd Round,3,Hurkacz H.,Riedi L.,11.0,133.0,2995.0,426.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,4.0,1.27,4.18,1.3,4.18,1.25,3.86
13,Marseille,Open 13,2023-02-23,ATP250,Indoor,Hard,2nd Round,3,Dimitrov G.,Brouwer G.,25.0,116.0,1575.0,453.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.2,5.34,1.23,5.55,1.2,4.55
13,Marseille,Open 13,2023-02-23,ATP250,Indoor,Hard,2nd Round,3,Fils A.,Sinner J.,118.0,12.0,449.0,2745.0,,,,,,,,,,,,,Walkover,4.5,1.2,4.91,1.22,5.16,1.22,4.55,1.19
13,Marseille,Open 13,2023-02-23,ATP250,Indoor,Hard,2nd Round,3,De Minaur A.,Ritschard A.,23.0,187.0,1710.0,317.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.08,10.48,1.09,10.48,1.07,8.75
13,Marseille,Open 13,2023-02-24,ATP250,Indoor,Hard,Quarterfinals,3,Hurkacz H.,Ymer M.,11.0,69.0,2995.0,761.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.33,3.4,1.38,3.34,1.4,3.4,1.35,3.18
13,Marseille,Open 13,2023-02-24,ATP250,Indoor,Hard,Quarterfinals,3,Bublik A.,Dimitrov G.,50.0,25.0,865.0,1575.0,7.0,5.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.63,1.5,2.88,1.48,2.88,1.54,2.67,1.47
13,Marseille,Open 13,2023-02-24,ATP250,Indoor,Hard,Quarterfinals,3,Fils A.,Wawrinka S.,118.0,105.0,449.0,512.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.79,2.14,1.81,2.22,1.73,2.09
13,Marseille,Open 13,2023-02-24,ATP250,Indoor,Hard,Quarterfinals,3,Bonzi B.,De Minaur A.,60.0,23.0,794.0,1710.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.4,1.33,3.54,1.35,3.54,1.36,3.32,1.32
13,Marseille,Open 13,2023-02-25,ATP250,Indoor,Hard,Semifinals,3,Hurkacz H.,Bublik A.,11.0,50.0,2995.0,865.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.56,2.61,1.64,2.61,1.59,2.35
13,Marseille,Open 13,2023-02-25,ATP250,Indoor,Hard,Semifinals,3,Bonzi B.,Fils A.,60.0,118.0,794.0,449.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.15,1.79,2.22,1.79,2.11,1.72
13,Marseille,Open 13,2023-02-26,ATP250,Indoor,Hard,The Final,3,Hurkacz H.,Bonzi B.,11.0,60.0,2995.0,794.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.5,2.81,1.54,3.1,1.48,2.65
14,Rio de Janeiro,Rio Open,2023-02-20,ATP500,Outdoor,Clay,1st Round,3,Dellien H.,Sousa J.,111.0,143.0,491.0,401.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,2.93,1.46,3.0,1.41,2.85
14,Rio de Janeiro,Rio Open,2023-02-20,ATP500,Outdoor,Clay,1st Round,3,Molcan A.,Fonseca J.,54.0,827.0,830.0,20.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.1,8.66,1.14,10.55,1.08,8.06
14,Rio de Janeiro,Rio Open,2023-02-20,ATP500,Outdoor,Clay,1st Round,3,Martinez P.,Garin C.,76.0,98.0,681.0,546.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.51,1.58,2.62,1.68,2.35,1.59
14,Rio de Janeiro,Rio Open,2023-02-20,ATP500,Outdoor,Clay,1st Round,3,Monteiro T.,Thiem D.,83.0,96.0,631.0,550.0,6.0,1.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.4,2.74,1.51,3.0,1.51,2.76,1.44
14,Rio de Janeiro,Rio Open,2023-02-20,ATP500,Outdoor,Clay,1st Round,3,Djere L.,Bagnis F.,57.0,87.0,806.0,595.0,6.0,2.0,3.0,2.0,,,,,,,1.0,0.0,Retired,1.44,2.75,1.44,2.98,1.46,3.01,1.42,2.81
14,Rio de Janeiro,Rio Open,2023-02-21,ATP500,Outdoor,Clay,1st Round,3,Jarry N.,Musetti L.,139.0,18.0,416.0,1855.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.44,1.61,2.63,1.61,2.5,1.52
14,Rio de Janeiro,Rio Open,2023-02-21,ATP500,Outdoor,Clay,1st Round,3,Cerundolo F.,Carballes Baena R.,33.0,73.0,1230.0,695.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.48,2.83,1.5,3.05,1.45,2.71
14,Rio de Janeiro,Rio Open,2023-02-21,ATP500,Outdoor,Clay,1st Round,3,Galan D.E.,Cachin P.,88.0,59.0,594.0,797.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.38,1.64,2.51,1.68,2.35,1.58
14,Rio de Janeiro,Rio Open,2023-02-21,ATP500,Outdoor,Clay,1st Round,3,Varillas J.P.,Gaston H.,81.0,106.0,643.0,509.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.56,2.58,1.6,2.61,1.52,2.49
14,Rio de Janeiro,Rio Open,2023-02-21,ATP500,Outdoor,Clay,1st Round,3,Norrie C.,Cerundolo J.M.,13.0,107.0,2615.0,505.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.36,3.4,1.44,3.4,1.36,3.11
14,Rio de Janeiro,Rio Open,2023-02-22,ATP500,Outdoor,Clay,1st Round,3,Zapata Miralles B.,Munar J.,63.0,66.0,786.0,777.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.71,2.24,1.74,2.24,1.69,2.16
14,Rio de Janeiro,Rio Open,2023-02-22,ATP500,Outdoor,Clay,1st Round,3,Lajovic D.,Schwartzman D.,80.0,38.0,648.0,1010.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.65,2.37,1.65,2.37,1.6,2.3
14,Rio de Janeiro,Rio Open,2023-02-22,ATP500,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Etcheverry T.,47.0,75.0,890.0,684.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.73,2.1,1.93,1.95,1.94,2.1,1.86,1.93
14,Rio de Janeiro,Rio Open,2023-02-22,ATP500,Outdoor,Clay,1st Round,3,Fognini F.,Barrios M.,86.0,196.0,598.0,301.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.25,1.71,2.25,1.72,2.16,1.68
14,Rio de Janeiro,Rio Open,2023-02-22,ATP500,Outdoor,Clay,1st Round,3,Alcaraz C.,Alves M.,2.0,556.0,6480.0,60.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.02,21.0,1.01,22.82,1.03,25.0,1.01,18.42
14,Rio de Janeiro,Rio Open,2023-02-22,ATP500,Outdoor,Clay,1st Round,3,Baez S.,Bellucci T.,35.0,915.0,1105.0,14.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.05,15.23,1.06,15.23,1.03,11.91
14,Rio de Janeiro,Rio Open,2023-02-22,ATP500,Outdoor,Clay,2nd Round,3,Dellien H.,Molcan A.,111.0,54.0,491.0,830.0,1.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.73,2.1,1.78,2.17,1.83,2.17,1.73,2.08
14,Rio de Janeiro,Rio Open,2023-02-23,ATP500,Outdoor,Clay,2nd Round,3,Norrie C.,Monteiro T.,13.0,83.0,2615.0,631.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.36,3.44,1.36,3.75,1.31,3.46
14,Rio de Janeiro,Rio Open,2023-02-23,ATP500,Outdoor,Clay,2nd Round,3,Zapata Miralles B.,Cerundolo F.,63.0,33.0,786.0,1230.0,6.0,1.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2.38,1.57,2.42,1.64,2.45,1.64,2.34,1.58
14,Rio de Janeiro,Rio Open,2023-02-23,ATP500,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Galan D.E.,47.0,88.0,890.0,594.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.61,2.49,1.61,2.63,1.54,2.46
14,Rio de Janeiro,Rio Open,2023-02-23,ATP500,Outdoor,Clay,2nd Round,3,Jarry N.,Martinez P.,139.0,76.0,416.0,681.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.37,3.4,1.4,3.42,1.35,3.18
14,Rio de Janeiro,Rio Open,2023-02-23,ATP500,Outdoor,Clay,2nd Round,3,Baez S.,Varillas J.P.,35.0,81.0,1105.0,643.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.56,2.6,1.6,2.64,1.53,2.46
14,Rio de Janeiro,Rio Open,2023-02-23,ATP500,Outdoor,Clay,2nd Round,3,Alcaraz C.,Fognini F.,2.0,86.0,6480.0,598.0,6.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.06,10.0,1.08,10.23,1.08,10.23,1.06,8.81
14,Rio de Janeiro,Rio Open,2023-02-24,ATP500,Outdoor,Clay,2nd Round,3,Lajovic D.,Djere L.,80.0,57.0,648.0,806.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.48,1.61,2.48,1.62,2.36,1.57
14,Rio de Janeiro,Rio Open,2023-02-24,ATP500,Outdoor,Clay,Quarterfinals,3,Zapata Miralles B.,Ramos-Vinolas A.,63.0,47.0,786.0,890.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.73,2.1,1.79,2.14,1.89,2.16,1.74,2.08
14,Rio de Janeiro,Rio Open,2023-02-24,ATP500,Outdoor,Clay,Quarterfinals,3,Norrie C.,Dellien H.,13.0,111.0,2615.0,491.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,1.42,3.11,1.46,3.26,1.4,2.91
14,Rio de Janeiro,Rio Open,2023-02-24,ATP500,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,Lajovic D.,2.0,80.0,6480.0,648.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.15,6.61,1.16,6.61,1.13,5.88
14,Rio de Janeiro,Rio Open,2023-02-25,ATP500,Outdoor,Clay,Quarterfinals,3,Jarry N.,Baez S.,139.0,35.0,416.0,1105.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.82,2.1,1.82,2.19,1.75,2.06
14,Rio de Janeiro,Rio Open,2023-02-25,ATP500,Outdoor,Clay,Semifinals,3,Norrie C.,Zapata Miralles B.,13.0,63.0,2615.0,786.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.44,2.75,1.45,2.99,1.46,3.04,1.42,2.84
14,Rio de Janeiro,Rio Open,2023-02-25,ATP500,Outdoor,Clay,Semifinals,3,Alcaraz C.,Jarry N.,2.0,139.0,6480.0,416.0,6.0,7.0,7.0,5.0,6.0,0.0,,,,,2.0,1.0,Completed,1.2,4.5,1.26,4.38,1.26,5.0,1.2,4.5
14,Rio de Janeiro,Rio Open,2023-02-26,ATP500,Outdoor,Clay,The Final,3,Norrie C.,Alcaraz C.,13.0,2.0,2615.0,6480.0,5.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,4.33,1.22,4.81,1.23,4.9,1.24,4.47,1.21
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Mmoh M.,Giron M.,86.0,69.0,624.0,731.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.4,1.63,2.55,1.63,2.4,1.56
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Fritz T.,Isner J.,5.0,38.0,3660.0,995.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.29,3.75,1.29,3.97,1.33,4.01,1.27,3.7
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Shapovalov D.,Kecmanovic M.,30.0,31.0,1335.0,1290.0,6.0,7.0,6.0,0.0,7.0,5.0,,,,,2.0,1.0,Completed,1.67,2.2,1.7,2.27,1.74,2.33,1.65,2.21
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Rune H.,Shelton B.,10.0,41.0,3161.0,964.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.4,1.38,3.28,1.4,3.4,1.34,3.19
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Lopez F.,Eubanks C.,1035.0,105.0,10.0,524.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,5.5,1.14,5.56,1.18,5.56,1.18,5.13,1.16
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Tiafoe F.,Nishioka Y.,15.0,34.0,2350.0,1142.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.52,2.71,1.55,2.71,1.5,2.57
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Daniel T.,Wolf J.J.,125.0,44.0,448.0,951.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,3.39,1.36,3.39,1.53,2.83,1.43
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Paul T.,Gomez E.,23.0,90.0,1700.0,603.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.89,1.17,5.89,1.14,5.41
