ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,Monfils G.,87.0,210.0,647.0,270.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.68,2.32,1.68,2.45,1.61,2.31
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Tabilo A.,Marterer M.,187.0,156.0,314.0,382.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.91,1.98,1.91,2.1,1.84,1.98
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Wu T.L.,Bublik A.,175.0,46.0,333.0,935.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.04,1.28,4.08,1.33,3.65,1.28
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,Krajinovic F.,53.0,74.0,865.0,730.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.42,3.08,1.48,3.08,1.42,2.88
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,Halys Q.,134.0,81.0,446.0,661.0,1.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.67,2.2,1.8,2.11,1.8,2.33,1.69,2.18
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Draper J.,Riedi L.,56.0,135.0,854.0,445.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.6,2.48,1.6,2.8,1.48,2.64
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Vukic A.,100.0,186.0,557.0,316.0,6.0,4.0,1.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.75,1.46,2.89,1.5,3.04,1.44,2.78
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Pella G.,Monteiro T.,739.0,78.0,30.0,676.0,3.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,2.63,1.5,2.62,1.54,2.65,1.54,2.58,1.5
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Holt B.,94.0,193.0,577.0,309.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.39,1.25,4.5,1.23,4.22
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Shelton B.,Fognini F.,41.0,88.0,964.0,643.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.27,4.1,1.29,4.14,1.25,3.92
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Fucsovics M.,Wolf J.J.,84.0,44.0,652.0,951.0,1.0,6.0,6.0,0.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,2.38,1.64,2.4,1.65,2.31,1.61
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Molcan A.,Ramos-Vinolas A.,63.0,50.0,820.0,890.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.26,1.7,2.33,1.72,2.22,1.67
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Murray A.,Etcheverry T.,55.0,61.0,855.0,822.0,6.0,7.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.29,3.75,1.32,3.69,1.32,4.11,1.28,3.68
18,Indian Wells,BNP Paribas Open,2023-03-09,Masters 1000,Outdoor,Hard,1st Round,3,Martinez P.,Huesler M.A.,120.0,51.0,476.0,890.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.44,2.61,1.55,2.9,1.55,2.73,1.46
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Hijikata R.,Ymer M.,130.0,57.0,451.0,851.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.29,3.82,1.3,3.85,1.3,3.67,1.28
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,Gojo B.,43.0,121.0,955.0,475.0,6.0,4.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.3,1.62,2.42,1.63,2.42,1.68,2.32,1.61
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Thiem D.,68.0,102.0,791.0,550.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,2.0,1.82,2.09,1.86,2.09,1.81,2.0
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Sock J.,Barrere G.,154.0,65.0,385.0,799.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.44,1.62,2.62,1.67,2.36,1.59
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Popyrin A.,Zhang Zh.,101.0,93.0,556.0,580.0,6.0,4.0,5.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.53,2.5,1.52,2.69,1.59,2.75,1.52,2.55
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Norrie C.,Wu T.L.,12.0,175.0,2815.0,333.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.1,8.46,1.12,8.46,1.1,7.17
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Garin C.,Nishioka Y.,97.0,34.0,566.0,1142.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.58,1.56,2.58,1.63,2.39,1.58
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Schwartzman D.,4.0,38.0,5560.0,1010.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.29,3.96,1.33,4.33,1.28,3.72
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Ivashka I.,Van De Zandschulp B.,85.0,33.0,651.0,1205.0,7.0,5.0,3.0,2.0,,,,,,,1.0,0.0,Retired,2.5,1.53,2.48,1.6,2.56,1.6,2.46,1.55
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Bautista Agut R.,59.0,27.0,846.0,1465.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.4,1.63,2.43,1.66,2.33,1.6
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Thompson J.,Tsitsipas S.,87.0,3.0,647.0,5805.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,5.5,1.14,5.25,1.19,6.0,1.19,5.29,1.16
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Kubler J.,Dimitrov G.,75.0,25.0,710.0,1620.0,2.0,6.0,7.0,6.0,3.0,0.0,,,,,1.0,1.0,Retired,3.4,1.33,3.33,1.37,3.45,1.38,3.24,1.34
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Tabilo A.,Cressy M.,187.0,37.0,314.0,1016.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.71,1.52,2.71,1.53,2.59,1.5
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Wu Y.,28.0,67.0,1390.0,793.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.82,2.09,1.88,2.1,1.8,2.02
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Cachin P.,14.0,66.0,2500.0,797.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.08,10.54,1.09,10.86,1.07,8.93
18,Indian Wells,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Humbert U.,Shapovalov D.,77.0,30.0,678.0,1380.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.49,1.59,2.75,1.59,2.48,1.54
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Daniel T.,Berrettini M.,103.0,23.0,548.0,1780.0,7.0,6.0,0.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.5,1.3,3.36,1.37,3.5,1.37,3.29,1.33
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Otte O.,15.0,82.0,2470.0,656.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.3,3.85,1.3,4.0,1.28,3.68
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Nakashima B.,6.0,48.0,3775.0,927.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.1,8.72,1.1,8.72,1.09,7.5
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Giron M.,16.0,73.0,2395.0,731.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.41,3.12,1.42,3.2,1.39,3.0
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Lehecka J.,7.0,47.0,3660.0,932.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.49,2.81,1.5,2.88,1.46,2.73
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Draper J.,Evans D.,56.0,29.0,854.0,1380.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.41,3.12,1.43,3.25,1.39,3.02
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Gasquet R.,13.0,43.0,2655.0,955.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.09,9.41,1.12,11.0,1.08,7.93
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Martinez P.,10.0,120.0,3245.0,476.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.1,8.69,1.11,9.33,1.08,8.07
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Kecmanovic M.,100.0,31.0,557.0,1290.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.12,1.79,2.22,1.83,2.07,1.76
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Molcan A.,Coric B.,63.0,20.0,820.0,1905.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.62,1.33,3.62,1.35,3.48,1.31
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Struff J.L.,19.0,134.0,2000.0,446.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.29,3.98,1.32,3.98,1.3,3.55
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Fucsovics M.,De Minaur A.,84.0,18.0,652.0,2165.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.75,1.29,3.71,1.32,4.0,1.32,3.62,1.29
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Albot R.,55.0,109.0,855.0,522.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.25,4.35,1.31,4.35,1.27,3.8
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Sock J.,32.0,154.0,1275.0,385.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.91,1.91,2.04,1.85,2.04,2.0,1.93,1.88
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Griekspoor T.,Pella G.,36.0,739.0,1034.0,30.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.23,4.66,1.24,4.66,1.21,4.41
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Shelton B.,5.0,41.0,3795.0,964.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.25,4.37,1.27,4.4,1.23,4.13
18,Indian Wells,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Musetti L.,68.0,21.0,791.0,1855.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.96,1.93,1.96,1.95,1.92,1.89
18,Indian Wells,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,Popyrin A.,11.0,101.0,3110.0,556.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.22,4.82,1.23,4.96,1.21,4.47
18,Indian Wells,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Baez S.,Hijikata R.,35.0,130.0,1135.0,451.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.95,1.93,2.1,1.93,1.97,1.85
18,Indian Wells,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Rune H.,Mcdonald M.,8.0,53.0,3321.0,865.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.36,3.39,1.41,3.5,1.35,3.23
18,Indian Wells,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Kokkinakis T.,2.0,94.0,6780.0,577.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.39,3.25,1.39,3.6,1.34,3.28
18,Indian Wells,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Garin C.,Ruud C.,97.0,4.0,566.0,5560.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,4.33,1.22,4.04,1.29,4.5,1.29,4.05,1.24
18,Indian Wells,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Norrie C.,Daniel T.,12.0,103.0,2815.0,548.0,6.0,7.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,1.22,4.33,1.2,5.24,1.24,5.24,1.21,4.42
18,Indian Wells,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Ruusuvuori E.,14.0,59.0,2500.0,846.0,7.0,5.0,1.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.3,3.5,1.38,3.33,1.39,3.5,1.35,3.2
18,Indian Wells,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Davidovich Fokina A.,Khachanov K.,28.0,15.0,1390.0,2470.0,6.0,3.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.62,2.29,1.7,2.33,1.7,2.28,1.64
18,Indian Wells,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,Kubler J.,16.0,75.0,2395.0,710.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.29,4.02,1.29,4.54,1.23,4.2
18,Indian Wells,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,Humbert U.,7.0,77.0,3660.0,678.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.48,1.25,4.48,1.23,4.21
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Ivashka I.,6.0,85.0,3775.0,651.0,6.0,2.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.03,15.0,1.04,17.03,1.04,17.03,1.03,13.4
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Tabilo A.,Thompson J.,187.0,87.0,314.0,647.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.12,1.81,2.22,1.81,2.13,1.72
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,Hurkacz H.,19.0,11.0,2000.0,3110.0,4.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.73,2.11,1.82,2.17,1.82,2.09,1.75
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Auger-Aliassime F.,Cerundolo F.,10.0,32.0,3245.0,1275.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.21,5.07,1.22,5.25,1.19,4.76
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Wawrinka S.,Rune H.,100.0,8.0,557.0,3321.0,6.0,2.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,4.33,1.22,4.26,1.27,4.33,1.3,4.02,1.25
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Fucsovics M.,Molcan A.,84.0,63.0,652.0,820.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.63,2.43,1.67,2.43,1.63,2.29
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Baez S.,5.0,35.0,3795.0,1135.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.13,7.23,1.13,7.23,1.12,6.4
18,Indian Wells,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Mannarino A.,13.0,68.0,2655.0,791.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.12,7.65,1.12,7.65,1.11,6.89
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,3rd Round,3,Draper J.,Murray A.,56.0,55.0,854.0,855.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.67,2.36,1.69,2.36,1.65,2.25
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Griekspoor T.,2.0,36.0,6780.0,1034.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.14,6.99,1.14,7.5,1.11,6.76
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Davidovich Fokina A.,Garin C.,28.0,97.0,1390.0,566.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.51,2.77,1.51,3.0,1.46,2.74
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Medvedev D.,Zverev A.,6.0,14.0,3775.0,2500.0,6.0,7.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.25,4.0,1.25,4.42,1.3,4.42,1.25,3.99
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Norrie C.,Rublev A.,12.0,7.0,2815.0,3660.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.22,1.74,2.32,1.74,2.22,1.67
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Fucsovics M.,5.0,84.0,3795.0,652.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.27,4.18,1.27,4.54,1.23,4.19
18,Indian Wells,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Tiafoe F.,Tabilo A.,16.0,187.0,2395.0,314.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.2,5.25,1.21,5.5,1.19,4.75
18,Indian Wells,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,Draper J.,2.0,56.0,6780.0,854.0,6.0,2.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.3,3.5,1.32,3.76,1.32,3.86,1.29,3.62
18,Indian Wells,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,Wawrinka S.,13.0,100.0,2655.0,557.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.2,5.25,1.22,5.76,1.19,4.81
18,Indian Wells,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,4th Round,3,Auger-Aliassime F.,Paul T.,10.0,19.0,3245.0,2000.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,2.0,1.88,2.03,1.91,2.03,1.84,1.96
18,Indian Wells,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Tiafoe F.,Norrie C.,16.0,12.0,2395.0,2815.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.64,1.55,2.64,1.62,2.44,1.56
18,Indian Wells,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Davidovich Fokina A.,6.0,28.0,3775.0,1390.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.26,4.32,1.27,4.4,1.23,4.16
18,Indian Wells,BNP Paribas Open,2023-03-16,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Fritz T.,13.0,5.0,2655.0,3795.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.67,2.2,1.69,2.3,1.74,2.38,1.67,2.22
18,Indian Wells,BNP Paribas Open,2023-03-17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Auger-Aliassime F.,2.0,10.0,6780.0,3245.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.43,3.02,1.43,3.5,1.37,3.11
18,Indian Wells,BNP Paribas Open,2023-03-18,Masters 1000,Outdoor,Hard,Semifinals,3,Medvedev D.,Tiafoe F.,6.0,16.0,3775.0,2395.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.25,4.46,1.26,4.89,1.23,4.18
18,Indian Wells,BNP Paribas Open,2023-03-18,Masters 1000,Outdoor,Hard,Semifinals,3,Alcaraz C.,Sinner J.,2.0,13.0,6780.0,2655.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.63,2.42,1.65,2.6,1.57,2.41
18,Indian Wells,BNP Paribas Open,2023-03-19,Masters 1000,Outdoor,Hard,The Final,3,Alcaraz C.,Medvedev D.,2.0,6.0,6780.0,3775.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.82,2.11,1.86,2.15,1.78,2.06
